trim,condition,isOneOwner,mileage,year,color,dispacement,fuel,region,soundSystem,wheelType,wheelSize,featureCount
550,Used,f,40123,2011,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,57
350,Used,f,20748,2012,Black,3,Diesel,ENC,Harman Kardon,Alloy,unsp,79
550,New,f,7,2015,Black,4.6,Gasoline,Mtn,Premium,Alloy,unsp,68
550,Used,f,26182,2013,Silver,4.6,Gasoline,SoA,unsp,unsp,unsp,13
550,Used,t,19139,2012,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,59
550,Used,f,74359,2007,Silver,5.5,Gasoline,Mtn,Premium,unsp,unsp,35
550,Used,f,85559,2007,Gray,5.5,Gasoline,SoA,Harman Kardon,Alloy,19,57
400,Used,f,69724,2010,White,3.5,Hybrid,SoA,Harman Kardon,unsp,unsp,86
550,Used,f,669,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,64
500,Used,f,92231,2002,Black,5,Gasoline,SoA,unsp,Alloy,unsp,46
550,New,f,20,2015,Black,4.6,Gasoline,Mtn,Premium,unsp,unsp,88
350,CPO,t,20957,2012,Silver,3,Diesel,SoA,unsp,unsp,unsp,12
550,New,f,18,2015,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,56
430,Used,f,120000,2003,Black,4.3,Gasoline,SoA,unsp,Alloy,unsp,42
63,New,f,7,2014,Black,5.5,Gasoline,Pac,Premium,Alloy,unsp,65
600,Used,f,112061,2002,Black,5.8,Gasoline,Pac,unsp,Alloy,unsp,49
550,Used,f,32733,2010,White,5.5,Gasoline,ENC,Harman Kardon,unsp,unsp,59
550,Used,t,38017,2013,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,26
550,New,f,12,2015,Red,4.6,Gasoline,Mid,Premium,Alloy,unsp,59
550,Used,f,59196,2007,Silver,5.5,Gasoline,Mtn,Premium,unsp,unsp,38
550,New,f,8,2015,Black,4.6,Gasoline,Pac,unsp,unsp,19,16
550,New,f,11,2015,Black,4.6,Gasoline,Pac,unsp,unsp,19,19
550,Used,f,24168,2011,White,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,63
430,Used,f,102725,2006,Gray,4.3,Gasoline,Mid,unsp,Alloy,unsp,32
550,CPO,f,9132,2012,White,4.6,Gasoline,Pac,Premium,Alloy,unsp,75
430,Used,f,117677,2000,Silver,4.3,Gasoline,ESC,Bose,Alloy,16,35
400,CPO,f,36077,2010,Black,3.5,Hybrid,Mid,Premium,Alloy,18,53
550,Used,f,61071,2011,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,12
550,CPO,f,14722,2011,Black,5.5,Gasoline,WNC,Harman Kardon,unsp,unsp,52
550,Used,f,84552,2009,White,5.5,Gasoline,SoA,Premium,Alloy,unsp,66
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,unsp,unsp,74
550,New,f,38,2015,Black,4.7,Gasoline,SoA,unsp,Alloy,19,63
550,CPO,t,2498,2014,Black,4.6,Gasoline,Pac,unsp,Steel,18,75
500,Used,f,61440,2004,Gray,5,Gasoline,ENC,unsp,Alloy,unsp,57
550,New,f,372,2013,unsp,4.6,Gasoline,Pac,Premium,unsp,unsp,55
550,New,f,7,2014,White,4.6,Gasoline,Mid,unsp,unsp,unsp,1
500,Used,f,129465,2000,Black,5,Gasoline,SoA,Premium,unsp,unsp,37
550,Used,f,9183,2013,White,4.6,Gasoline,Mtn,Premium,Chrome,unsp,14
550,New,f,85,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,20,12
550,CPO,f,28131,2012,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,70
430,Used,f,136200,2006,unsp,4.3,Gasoline,New,Bose,Alloy,unsp,30
550,New,f,10,2015,Silver,4.6,Gasoline,WSC,unsp,unsp,unsp,1
320,Used,f,130986,1995,unsp,3.2,Gasoline,Pac,unsp,Alloy,unsp,15
550,New,f,12,2015,Silver,4.6,Gasoline,SoA,unsp,Alloy,unsp,79
550,New,f,10,2015,Blue,4.6,Gasoline,New,unsp,unsp,19,9
550,Used,f,33499,2013,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,80
550,Used,f,110543,2007,Silver,5.5,Gasoline,WNC,unsp,unsp,unsp,32
550,Used,t,21031,2014,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,41
500,Used,f,122806,2004,Gray,5,Gasoline,ENC,unsp,Alloy,unsp,52
550,New,f,10,2015,Black,4.7,Gasoline,New,unsp,unsp,19,12
63,New,f,6,2014,Black,5.5,Gasoline,Mid,unsp,unsp,unsp,26
550,CPO,f,16942,2011,White,5.5,Gasoline,Pac,unsp,unsp,unsp,15
550,CPO,f,44674,2010,Black,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,41
550,Used,f,120000,2007,Black,5.5,Gasoline,WSC,Harman Kardon,unsp,unsp,53
550,CPO,f,10300,2012,Silver,4.6,Gasoline,Pac,Premium,Alloy,unsp,87
63,Used,f,61342,2008,Black,6.3,Gasoline,Pac,Premium,unsp,unsp,41
430,Used,f,95684,2003,Silver,4.3,Gasoline,Pac,Premium,Alloy,unsp,32
550,New,f,7,2015,Black,4.6,Gasoline,ENC,unsp,unsp,unsp,1
500,Used,f,49186,2003,Black,5,Gasoline,WSC,Bose,Alloy,18,67
550,CPO,t,27953,2011,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,42
550,New,f,12,2014,Black,4.6,Gasoline,Mid,unsp,Alloy,unsp,12
550,Used,t,44734,2008,Gray,5.5,Gasoline,New,unsp,unsp,unsp,10
600,Used,f,33979,2003,Black,5.5,Gasoline,Mid,unsp,Alloy,unsp,46
550,Used,f,52251,2007,Silver,5.5,Gasoline,Pac,unsp,unsp,unsp,0
550,Used,t,26287,2010,unsp,5.5,Gasoline,New,unsp,unsp,unsp,9
550,New,f,10,2014,Black,4.6,Gasoline,SoA,unsp,Alloy,18,54
550,CPO,t,24314,2011,Gray,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,6
550,CPO,f,36758,2012,White,4.6,Gasoline,SoA,unsp,unsp,unsp,5
63,Used,t,150062,2008,unsp,6.3,Gasoline,Mtn,unsp,unsp,unsp,1
550,New,f,42,2015,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,2
63,New,f,20,2015,White,5.5,Gasoline,Mtn,Premium,unsp,unsp,86
550,Used,f,112019,2008,Black,5.5,Gasoline,ENC,unsp,unsp,unsp,17
550,Used,t,37308,2012,Black,4.6,Gasoline,New,unsp,Alloy,unsp,56
550,Used,f,96482,2007,Silver,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,75
550,New,f,9,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,18,74
430,Used,f,125148,2001,unsp,4.3,Gasoline,Mtn,Premium,Alloy,unsp,38
550,New,f,18,2015,unsp,4.6,Gasoline,ESC,Premium,Alloy,unsp,66
430,Used,f,96001,2000,White,4.3,Gasoline,ESC,Premium,unsp,unsp,36
550,New,f,16,2015,Silver,4.6,Gasoline,WSC,unsp,unsp,18,87
430,Used,f,128848,2004,Black,4.3,Gasoline,ESC,Premium,Alloy,unsp,58
500,Used,f,42462,2005,Black,5,Gasoline,WSC,Premium,Alloy,unsp,54
430,Used,t,139111,2001,Black,4.3,Gasoline,Pac,unsp,Alloy,16,47
550,Used,f,76354,2008,Blue,5.5,Gasoline,ESC,Harman Kardon,Alloy,18,56
550,Used,f,57364,2011,Black,5.5,Gasoline,SoA,Harman Kardon,Premium,unsp,53
500,Used,f,84786,2004,Silver,5,Gasoline,Pac,Bose,Alloy,unsp,32
550,CPO,f,44258,2012,Red,4.6,Gasoline,WSC,unsp,unsp,unsp,81
550,New,f,10,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,96
550,New,f,6,2015,Black,4.6,Gasoline,SoA,Premium,Alloy,20,75
550,Used,f,40219,2007,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,61
550,New,f,10,2014,White,4.6,Gasoline,WSC,unsp,unsp,unsp,0
550,Used,t,88933,2008,Silver,5.5,Gasoline,WSC,Premium,Alloy,unsp,69
550,Used,f,16594,2013,Black,4.6,Gasoline,WSC,Bang Olufsen,Alloy,unsp,65
550,New,f,5,2014,Blue,4.6,Gasoline,Pac,Premium,unsp,unsp,76
550,New,f,65,2015,Blue,4.6,Gasoline,SoA,Premium,Alloy,19,82
550,Used,t,36382,2009,Black,5.5,Gasoline,Pac,Premium,Alloy,unsp,63
600,Used,f,54554,2008,Black,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,63
550,New,f,12,2015,White,4.6,Gasoline,SoA,Premium,unsp,unsp,85
550,New,f,7,2014,Black,4.6,Gasoline,Pac,Premium,Alloy,unsp,69
500,Used,f,75235,2003,Beige,5,Gasoline,WSC,Premium,Alloy,unsp,51
550,New,f,5,2014,Silver,4.6,Gasoline,Pac,unsp,Alloy,unsp,31
550,Used,f,17131,2013,Black,4.6,Gasoline,New,unsp,unsp,unsp,11
55,Used,f,121456,2001,Black,5.4,Gasoline,Pac,unsp,Alloy,unsp,6
550,CPO,t,32563,2012,Black,4.6,Gasoline,Mid,Premium,Alloy,18,73
350,Used,f,23715,2012,Black,3,Diesel,Mtn,Premium,unsp,unsp,78
550,New,f,5,2015,White,4.6,Gasoline,Pac,unsp,unsp,19,14
600,Used,f,78270,2005,Blue,5.5,Gasoline,Pac,Bose,Alloy,unsp,18
550,Used,f,69177,2007,Gray,5.5,Gasoline,ESC,unsp,Alloy,unsp,47
550,Used,f,41765,2013,White,4.6,Gasoline,Mid,Harman Kardon,unsp,unsp,22
430,Used,f,57574,2003,Green,4.3,Gasoline,Pac,unsp,unsp,unsp,32
550,New,f,233,2014,Blue,4.6,Gasoline,Pac,unsp,unsp,unsp,3
500,Used,f,109160,2000,Green,5,Gasoline,SoA,unsp,unsp,unsp,67
550,New,f,6,2015,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,30
550,CPO,t,13195,2012,White,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,85
550,Used,t,40542,2013,Black,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,63
550,CPO,f,34252,2013,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,120
550,New,f,7,2015,White,4.6,Gasoline,Pac,Premium,Alloy,19,77
55,Used,f,104000,2002,Silver,5.4,Gasoline,Mtn,unsp,Alloy,unsp,50
550,Used,f,59381,2009,Black,5.5,Gasoline,Mid,Harman Kardon,unsp,unsp,73
420,Used,f,129714,1996,Gold,4.2,Gasoline,Pac,Bose,Alloy,16,37
550,New,f,100,2015,Black,4.6,Gasoline,New,unsp,unsp,19,11
430,Used,f,110171,2006,Black,4.3,Gasoline,New,Premium,unsp,unsp,38
550,Used,t,16730,2008,Black,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,52
350,Used,f,39615,2012,White,3,Diesel,Mid,Premium,Alloy,unsp,68
550,CPO,f,32822,2012,Black,4.6,Gasoline,Pac,Premium,Alloy,unsp,69
550,Used,f,134485,2007,White,5.5,Gasoline,SoA,unsp,Alloy,unsp,50
550,Used,f,81217,2007,Silver,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,15
65,New,f,12,2015,Black,6,Gasoline,Pac,Premium,Alloy,unsp,70
550,Used,f,71600,2008,Black,5.5,Gasoline,Pac,Premium,Alloy,unsp,46
430,Used,t,72434,2004,Black,4.3,Gasoline,ESC,unsp,Alloy,unsp,50
550,New,f,41,2015,Silver,4.6,Gasoline,Pac,unsp,Alloy,18,106
550,Used,f,112362,2008,Silver,5.5,Gasoline,SoA,unsp,unsp,unsp,24
430,Used,f,87602,2003,Black,4.3,Gasoline,Pac,unsp,unsp,unsp,5
550,New,f,10,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,1
500,Used,f,111656,2000,Silver,5,Gasoline,Mid,unsp,Alloy,unsp,28
550,CPO,t,25700,2013,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,69
550,CPO,t,56113,2011,White,5.5,Gasoline,Mid,Premium,Alloy,unsp,71
63,New,f,11,2015,Silver,5.5,Gasoline,WSC,unsp,unsp,unsp,1
600,New,f,10,2015,Black,6,Gasoline,SoA,Premium,Alloy,unsp,70
63,New,f,10,2015,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,67
550,New,f,7,2015,unsp,4.6,Gasoline,SoA,unsp,unsp,unsp,0
550,Used,f,59497,2009,Black,5.5,Gasoline,Mtn,Harman Kardon,unsp,unsp,37
550,Used,f,61535,2008,White,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,59
65,CPO,t,25617,2012,Silver,6,Gasoline,SoA,Premium,Alloy,unsp,80
550,Used,f,107848,2009,White,5.5,Gasoline,Mid,unsp,unsp,unsp,6
550,Used,f,10003,2013,Silver,4.6,Gasoline,WSC,Premium,Alloy,unsp,79
550,Used,f,41499,2007,White,5.5,Gasoline,WSC,Harman Kardon,unsp,unsp,89
550,Used,f,95381,2007,Silver,5.5,Gasoline,SoA,unsp,Alloy,unsp,53
550,New,f,12,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,64
550,Used,f,53343,2012,Silver,4.6,Gasoline,New,unsp,Alloy,unsp,27
550,New,f,10,2015,Black,4.6,Gasoline,New,unsp,Alloy,18,106
550,Used,f,25200,2011,Black,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,46
550,CPO,t,28992,2013,unsp,4.6,Gasoline,Pac,Harman Kardon,Alloy,unsp,33
550,CPO,f,30390,2011,Black,5.5,Gasoline,ENC,unsp,unsp,unsp,2
430,Used,f,116200,2006,unsp,4.3,Gasoline,ESC,unsp,unsp,unsp,6
550,CPO,t,25810,2012,White,4.6,Gasoline,Pac,Harman Kardon,unsp,unsp,32
550,Used,f,32172,2007,Silver,5.5,Gasoline,Pac,Premium,Alloy,unsp,58
550,Used,f,70101,2007,Black,5.5,Gasoline,ENC,unsp,Alloy,unsp,54
550,New,f,9,2015,Black,4.6,Gasoline,SoA,unsp,Alloy,18,63
550,New,f,10,2015,Gray,4.6,Gasoline,Mid,Premium,Alloy,unsp,57
550,New,f,7,2015,White,4.6,Gasoline,ENC,Premium,Alloy,unsp,52
550,CPO,t,12850,2012,Black,4.6,Gasoline,New,Premium,Alloy,unsp,70
65,Used,f,84263,2006,Silver,6,Gasoline,WSC,unsp,Alloy,unsp,51
430,Used,f,121611,2002,unsp,4.3,Gasoline,Pac,Premium,unsp,unsp,40
550,Used,f,51540,2007,Black,5.5,Gasoline,Mid,unsp,Alloy,unsp,83
550,New,f,13,2015,Silver,4.6,Gasoline,ENC,unsp,unsp,19,11
550,CPO,f,41079,2011,Silver,5.5,Gasoline,Pac,unsp,unsp,unsp,14
550,Used,f,73923,2007,unsp,5.5,Gasoline,SoA,unsp,unsp,unsp,62
550,Used,t,41320,2012,Black,4.6,Gasoline,New,unsp,Alloy,unsp,54
550,Used,t,102018,2008,White,5.5,Gasoline,SoA,unsp,unsp,unsp,1
550,New,f,1,2014,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,63
550,CPO,f,7985,2012,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,24
550,New,f,5,2015,Black,4.6,Gasoline,Pac,unsp,Alloy,unsp,31
550,Used,f,54837,2007,Silver,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,17
430,Used,f,83467,2005,Silver,4.3,Gasoline,Mtn,Bose,Alloy,unsp,25
550,New,f,14,2015,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,77
550,Used,t,105323,2007,Black,5.5,Gasoline,ENC,Premium,Alloy,unsp,56
550,New,f,5,2015,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,0
550,Used,f,17066,2013,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,70
500,Used,f,77785,2000,Black,5,Gasoline,WSC,unsp,Alloy,unsp,30
550,New,f,9,2015,Silver,4.6,Gasoline,ENC,Premium,Alloy,unsp,66
430,Used,f,122000,2004,Black,4.3,Gasoline,Mid,unsp,Alloy,unsp,55
600,Used,f,74006,2007,Silver,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,26
550,New,f,88,2014,unsp,4.6,Gasoline,ESC,Premium,Alloy,unsp,67
55,Used,f,78007,2005,unsp,5.4,Gasoline,Pac,unsp,unsp,unsp,73
550,Used,t,92372,2009,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,0
420,Used,f,134000,1995,Black,4.2,Gasoline,Mid,unsp,Alloy,unsp,22
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,60
550,Used,f,74221,2008,Black,5.5,Gasoline,ESC,Harman Kardon,Premium,unsp,49
400,Used,f,64837,2010,White,3.5,Hybrid,WSC,Harman Kardon,Alloy,unsp,77
550,New,f,6,2015,Black,4.6,Gasoline,Pac,unsp,unsp,18,81
550,New,f,8,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,48
550,Used,f,50908,2010,Silver,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,47
550,Used,f,18291,2009,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,61
550,New,f,12,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,70
550,New,f,12,2015,Black,4.6,Gasoline,SoA,unsp,Alloy,18,63
550,Used,f,108000,2007,Black,5.5,Gasoline,ENC,unsp,unsp,unsp,6
550,Used,f,54455,2007,Silver,5.5,Gasoline,SoA,Premium,Alloy,unsp,55
550,New,f,4070,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,18,77
550,CPO,f,49343,2010,Black,5.5,Gasoline,New,unsp,Premium,unsp,65
550,New,f,7,2015,Black,4.6,Gasoline,Pac,unsp,unsp,18,18
350,CPO,f,27808,2012,Black,3,Diesel,SoA,Premium,Alloy,unsp,56
550,New,f,7,2015,White,4.6,Gasoline,Mtn,unsp,unsp,unsp,49
63,New,f,23,2015,White,5.5,Gasoline,WSC,unsp,unsp,20,97
550,Used,t,933,2015,Black,4.6,Gasoline,Mid,unsp,unsp,18,97
550,Used,f,38168,2011,unsp,5.5,Gasoline,Mid,unsp,unsp,unsp,0
63,CPO,f,59063,2011,Gray,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,77
550,New,f,10,2015,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,69
550,New,f,20,2015,White,4.6,Gasoline,WSC,Premium,unsp,unsp,100
550,New,f,5,2015,Black,4.6,Gasoline,Pac,unsp,unsp,18,85
63,New,f,8,2015,White,5.5,Gasoline,WNC,unsp,unsp,unsp,47
550,CPO,f,35840,2010,Black,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,25
550,Used,f,18579,2010,Gray,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,45
600,Used,f,76164,2004,Black,5.5,Gasoline,ENC,unsp,unsp,unsp,26
550,Used,f,14863,2013,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,30
550,Used,f,43847,2008,Gray,5.5,Gasoline,New,unsp,Alloy,18,11
400,Used,f,30649,2011,Silver,3.5,Hybrid,Pac,unsp,unsp,unsp,4
550,Used,f,68977,2011,Gray,5.5,Gasoline,SoA,Premium,Alloy,unsp,60
550,CPO,f,4458,2013,White,4.6,Gasoline,Mid,unsp,unsp,unsp,114
550,Used,t,17500,2014,White,4.6,Gasoline,SoA,Premium,unsp,unsp,37
550,Used,t,6889,2014,Black,4.6,Gasoline,WSC,Premium,Alloy,unsp,76
430,Used,f,90895,2005,White,4.3,Gasoline,SoA,unsp,unsp,unsp,15
550,CPO,t,26707,2012,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,76
550,CPO,f,22336,2012,White,4.6,Gasoline,Pac,Premium,Alloy,unsp,69
550,Used,f,41873,2011,Silver,5.5,Gasoline,SoA,unsp,Alloy,unsp,61
550,New,f,9,2014,unsp,4.6,Gasoline,SoA,unsp,unsp,unsp,38
550,New,f,15,2015,White,4.6,Gasoline,SoA,Premium,unsp,unsp,76
430,Used,f,107415,2004,Silver,4.3,Gasoline,SoA,unsp,unsp,unsp,5
550,New,f,8,2015,Black,4.6,Gasoline,Pac,Premium,Alloy,unsp,66
430,Used,f,81689,2000,Silver,4.3,Gasoline,SoA,Premium,Alloy,unsp,54
550,Used,t,49189,2008,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,20
550,Used,f,43004,2007,Black,5.5,Gasoline,ENC,Premium,Alloy,unsp,54
550,Used,f,17854,2012,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,58
550,New,f,8,2015,Silver,4.6,Gasoline,SoA,unsp,unsp,unsp,48
550,Used,f,60146,2008,Black,5.5,Gasoline,Pac,Harman Kardon,unsp,unsp,10
550,Used,f,68158,2008,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,59
550,Used,f,54184,2010,Black,5.5,Gasoline,Pac,Premium,unsp,unsp,4
550,Used,t,42777,2011,Black,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,80
63,Used,f,13,2015,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,13
550,New,f,10,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,72
550,New,f,5,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,69
55,Used,f,89852,2006,Black,5.4,Gasoline,ENC,unsp,Alloy,unsp,72
550,CPO,f,54249,2011,Silver,5.5,Gasoline,Pac,unsp,unsp,unsp,10
550,New,f,14,2015,White,4.6,Gasoline,Pac,unsp,unsp,unsp,1
550,Used,t,21826,2012,White,4.6,Gasoline,Pac,unsp,unsp,unsp,11
550,Used,f,136372,2007,Green,5.5,Gasoline,SoA,unsp,unsp,unsp,7
420,Used,f,85355,1997,Black,4.2,Gasoline,SoA,unsp,Alloy,unsp,20
430,Used,f,95538,2004,Black,4.3,Gasoline,Pac,Premium,unsp,unsp,33
550,CPO,t,11305,2013,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,72
500,Used,f,108995,2004,unsp,5,Gasoline,SoA,Premium,unsp,unsp,33
63,New,f,8,2015,Black,5.5,Gasoline,Mid,unsp,unsp,20,77
550,Used,f,65121,2008,Black,5.5,Gasoline,ENC,Premium,Alloy,unsp,62
550,New,f,12,2015,Silver,4.6,Gasoline,New,Premium,unsp,unsp,74
550,New,f,9,2015,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,65
550,New,f,5,2015,White,4.6,Gasoline,ENC,Premium,Alloy,unsp,67
550,Used,f,62265,2009,Silver,5.5,Gasoline,SoA,unsp,unsp,unsp,37
430,Used,f,112355,2006,Silver,4.3,Gasoline,Mid,unsp,Alloy,unsp,48
500,Used,f,145045,2003,Blue,5,Gasoline,SoA,Bose,Alloy,17,68
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,58
430,Used,f,73875,2002,Blue,4.3,Gasoline,Pac,Bose,Premium,unsp,15
500,Used,f,127630,2000,White,5,Gasoline,Mid,unsp,unsp,unsp,0
63,New,f,12,2014,Black,5.5,Gasoline,Pac,Premium,unsp,unsp,63
550,Used,f,103599,2007,Gray,5.5,Gasoline,New,unsp,unsp,unsp,57
550,New,f,26,2014,White,4.6,Gasoline,WNC,unsp,unsp,unsp,0
430,Used,f,116370,2003,Brown,4.3,Gasoline,SoA,unsp,unsp,unsp,8
550,Used,f,16225,2012,Black,4.6,Gasoline,SoA,unsp,Alloy,unsp,43
65,CPO,t,41555,2010,White,6,Gasoline,Pac,Harman Kardon,Alloy,unsp,70
550,Used,f,19891,2012,Silver,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,72
550,Used,f,86360,2007,Gray,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,59
550,Used,t,37543,2011,Gray,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,53
550,Used,t,62990,2011,Gray,5.5,Gasoline,Pac,unsp,unsp,unsp,5
500,Used,f,75438,1995,Blue,5,Gasoline,SoA,unsp,unsp,unsp,0
350,Used,f,44163,2013,Gray,3,Diesel,Mid,unsp,Alloy,unsp,61
65,Used,f,12237,2013,Black,6,Gasoline,SoA,Bang Olufsen,Alloy,unsp,99
500,Used,f,112865,2000,Black,5,Gasoline,Mtn,unsp,unsp,17,36
550,Used,f,59292,2008,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,64
550,CPO,f,23024,2012,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,74
550,New,f,11,2015,Black,4.6,Gasoline,Pac,Premium,Alloy,unsp,65
550,Used,f,35676,2010,White,5.5,Gasoline,SoA,unsp,Alloy,unsp,38
550,Used,t,38774,2013,Gray,4.6,Gasoline,New,Harman Kardon,unsp,unsp,86
550,Used,f,59489,2010,unsp,5.5,Gasoline,Mtn,unsp,unsp,unsp,3
500,Used,f,213020,2002,Black,5,Gasoline,SoA,unsp,unsp,unsp,0
550,New,f,9,2015,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,30
550,Used,t,73275,2010,Silver,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,50
550,New,f,7,2014,Blue,4.6,Gasoline,Pac,unsp,unsp,unsp,0
550,New,f,143,2014,Black,4.6,Gasoline,ESC,Premium,Alloy,unsp,51
550,CPO,f,26702,2011,Black,5.5,Gasoline,ENC,unsp,unsp,unsp,88
550,New,f,12,2014,White,4.6,Gasoline,New,unsp,unsp,unsp,54
550,Used,t,19656,2013,White,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,91
550,Used,f,64085,2011,Silver,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,51
550,Used,f,79924,2008,Gray,5.5,Gasoline,Pac,Harman Kardon,unsp,unsp,110
550,Used,t,16387,2013,Silver,4.6,Gasoline,ESC,Premium,Alloy,unsp,63
550,New,f,7,2015,Black,4.6,Gasoline,Mid,unsp,unsp,18,96
550,New,f,7,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,10
350,CPO,f,25512,2012,Black,3,Diesel,Mid,Harman Kardon,Alloy,18,113
550,New,f,1,2014,White,4.6,Gasoline,SoA,Premium,Alloy,unsp,64
550,Used,f,58228,2010,Black,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,69
550,Used,f,90854,2007,Black,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,52
550,CPO,f,7011,2014,Silver,4.6,Gasoline,Pac,unsp,Premium,unsp,35
550,CPO,t,3935,2013,White,4.6,Gasoline,SoA,unsp,unsp,unsp,2
500,Used,f,91215,2000,Black,5,Gasoline,Pac,unsp,Alloy,unsp,18
550,Used,f,49263,2010,Silver,5.5,Gasoline,SoA,Harman Kardon,unsp,unsp,49
550,Used,f,44022,2011,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,68
550,New,f,10,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,60
550,Used,f,11523,2012,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0
550,Used,f,109500,2007,White,5.5,Gasoline,WSC,Premium,unsp,unsp,58
550,New,f,10,2015,unsp,4.6,Gasoline,Mid,Premium,Alloy,unsp,59
550,CPO,f,14998,2013,White,4.6,Gasoline,WSC,unsp,Alloy,unsp,38
550,Used,f,56561,2007,Gray,5.5,Gasoline,WSC,Premium,Alloy,unsp,46
550,New,f,7,2015,Blue,4.6,Gasoline,Mtn,unsp,unsp,unsp,64
unsp,New,f,19,2015,Black,6,unsp,ENC,Premium,Alloy,unsp,70
550,Used,t,17593,2012,Black,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,82
550,Used,f,27570,2010,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,15
550,Used,f,42485,2012,White,4.6,Gasoline,WSC,Premium,Alloy,unsp,84
550,Used,f,43581,2011,Silver,5.5,Gasoline,SoA,unsp,unsp,unsp,76
